0	10.6116	-5.58144	-1.87285	0.815196
0.00461398	11.2654	-3.38109	-0.85863	0.244294
0.00922797	11.9192	-1.18075	0.155595	-0.326608
0.013842	12.6551	0.230503	0.501006	-0.425502
0.0184559	13.4842	0.746019	0.0872238	0.0113963
0.0230699	14.3133	1.26153	-0.326558	0.448294
0.0276839	14.7108	1.0378	-0.112181	0.13501
0.0322979	15.0792	0.764113	0.144638	-0.228962
0.0369119	15.3438	0.573919	0.238436	-0.315835
0.0415259	15.4559	0.506351	0.0927935	0.00427934
0.0461398	15.568	0.438784	-0.0528487	0.324394
0.0507538	15.5917	0.36093	-0.000328025	0.128523
0.0553678	15.6027	0.281586	0.0809119	-0.142129
0.0599818	15.5991	0.218793	0.116322	-0.240394
0.0645958	15.5674	0.187878	0.0634667	-0.00665509
0.0692098	15.5358	0.156964	0.0106116	0.227084
0.0738237	15.4892	0.128581	0.0222075	0.109817
0.0784377	15.439	0.100792	0.0489092	-0.0897156
0.0830517	15.3864	0.0778739	0.0625348	-0.185982
0.0876657	15.3273	0.0675763	0.0422819	-0.0146934
0.0922797	15.2681	0.0572787	0.0220289	0.156595
0.0968937	15.2057	0.0474271	0.0234261	0.0904183
0.101508	15.142	0.0377267	0.0321623	-0.0562552
0.106122	15.0779	0.0293395	0.0372242	-0.144318
0.110736	15.012	0.0257414	0.0288856	-0.0186239
0.11535	14.946	0.0221433	0.0205469	0.10707
0.119964	14.8793	0.0188114	0.0197412	0.0732111
0.124578	14.8123	0.0156027	0.022423	-0.034515
0.129192	14.7453	0.0126497	0.02413	-0.111862
0.133806	14.6781	0.0111244	0.0203938	-0.0195918
0.13842	14.6108	0.00959905	0.0166576	0.0726783
0.143033	14.5437	0.00848398	0.0156524	0.0586562
0.147647	14.4767	0.00762009	0.0163192	-0.0204427
0.152261	14.4098	0.00675632	0.0167638	-0.0865309
0.156875	14.3434	0.00589378	0.0149233	-0.0187957
0.161489	14.277	0.00503125	0.0130828	0.0489396
0.166103	14.2111	0.00462553	0.0122896	0.0466063
0.170717	14.1456	0.00458321	0.0123293	-0.0114632
0.175331	14.0802	0.00452615	0.0123428	-0.066804
0.179945	14.0158	0.00390217	0.0113434	-0.0170873
0.184559	13.9514	0.00327818	0.0103441	0.0326295
0.189173	13.8876	0.00305996	0.00978011	0.0367613
0.193787	13.8244	0.00325792	0.00966265	-0.00586059
0.198401	13.7613	0.00345587	0.00954519	-0.0484825
0.203015	13.6995	0.00295028	0.00896988	-0.0150063
0.207629	13.6377	0.00241692	0.0083765	0.0214738
0.212243	13.5765	0.00219474	0.00798462	0.028795
0.216857	13.5162	0.00238443	0.00785943	-0.00247636
0.221471	13.4559	0.00257413	0.00773425	-0.0337477
0.226085	13.397	0.00210914	0.00737996	-0.0128707
0.230699	13.3382	0.00157039	0.00699986	0.0138823
0.235313	13.2801	0.00123768	0.00672514	0.0223985
0.239927	13.223	0.00126021	0.00663211	-0.000527678
0.244541	13.1659	0.00128273	0.00653908	-0.0234539
0.249155	13.1102	0.000713225	0.0063062	-0.0108509
0.253769	13.0549	2.71044e-05	0.00604578	0.00875026
0.258383	13	-0.000556717	0.00584728	0.0172981
0.262997	12.9465	-0.000906102	0.00579069	0.000515542
0.267611	12.8929	-0.00125549	0.00573411	-0.016267
0.272225	12.8407	-0.00219687	0.00557259	-0.00901881
0.276839	12.789	-0.00331294	0.00538009	0.00532049
0.281453	12.7378	-0.00442992	0.00522742	0.0132657
0.286067	12.6879	-0.00554981	0.00520052	0.00101919
0.290681	12.6381	-0.00666971	0.00517362	-0.0112274
0.295295	12.5897	-0.00851162	0.00505281	-0.0073738
0.299909	12.5418	-0.0106501	0.00489343	0.0030923
0.304523	12.4943	-0.012895	0.00476049	0.0101309
0.309137	12.4484	-0.0156341	0.00475033	0.00125612
0.313751	12.4025	-0.0183731	0.00474018	-0.00761866
0.318365	12.3577	-0.0221953	0.0046342	-0.00584524
0.322979	12.3136	-0.0266122	0.00447561	0.00177426
0.327593	12.2697	-0.0312284	0.00433262	0.00780485
0.332207	12.2272	-0.0373948	0.00431096	0.00147737
0.336821	12.1846	-0.0435612	0.00428931	-0.00485012
0.341435	12.1426	-0.0515763	0.00415864	-0.00426251
0.346049	12.1009	-0.0609177	0.00394976	0.00128593
0.350663	12.0591	-0.0704636	0.00374536	0.00633439
0.355277	12.0166	-0.0838434	0.00362477	0.00200797
0.359891	11.9741	-0.0972232	0.00350418	-0.00231844
0.364505	11.9292	-0.113852	0.00323371	-0.00227113
0.369119	11.8821	-0.133491	0.00282432	0.00182988
0.373733	11.8351	-0.153131	0.00241494	0.0059309
0.378347	11.7757	-0.180936	0.00186169	0.00340059
0.382961	11.7162	-0.208845	0.0013066	0.000785275
0.387575	11.6433	-0.241841	0.000446169	0.000826423
0.392189	11.5544	-0.280913	-0.000778977	0.00404058
0.396803	11.4655	-0.319984	-0.00200412	0.00725473
0.401417	11.3175	-0.370239	-0.00426037	0.00659834
0.406031	11.1647	-0.421413	-0.00660137	0.00562382
0.410645	10.9611	-0.475576	-0.00977117	0.00610177
0.415259	10.6787	-0.534365	-0.0142243	0.00882871
0.419873	10.3963	-0.593154	-0.0186774	0.0115557
0.424486	9.90878	-0.640813	-0.0264218	0.01215
0.4291	9.38803	-0.686672	-0.0346986	0.0123994
0.433714	8.74514	-0.713959	-0.0442621	0.0129483
0.438328	7.8533	-0.703389	-0.0564484	0.0141078
0.442942	6.96145	-0.692818	-0.0686347	0.0152674
0.447556	5.72481	-0.603073	-0.0825005	0.0144396
0.45217	4.4006	-0.493219	-0.0967928	0.013107
0.456784	3.06842	-0.376319	-0.109421	0.0112432
0.461398	1.7142	-0.239958	-0.117455	0.00791174
0.466012	0.359982	-0.103598	-0.125488	0.00458032
0.470626	0	-0.0453669	-0.127967	0.00150783
0.47524	0	-0.0154247	-0.128435	-0.00147092
0.479854	0	0.0077648	-0.127609	-0.00475833
0.484468	0	0.00436546	-0.121686	-0.0092611
0.489082	0	0.000966129	-0.115763	-0.0137639
0.493696	0	0.000346091	-0.107584	-0.0161434
0.49831	0	0.00108948	-0.0982965	-0.0174814
0.502924	0	0.00170368	-0.0883033	-0.0192056
0.507538	0	0.00151922	-0.0739456	-0.0233178
0.512152	0	0.00133475	-0.0595878	-0.02743
0.516766	0	0.000952748	-0.044893	-0.0280265
0.52138	0	0.000443165	-0.0299806	-0.0263525
0.525994	0	5.02739e-06	-0.0148829	-0.0250472
0.530608	0	0.00043614	0.00246807	-0.0282291
0.535222	0	0.000867253	0.0198191	-0.031411
0.539836	0	-0.00130111	0.035535	-0.0299064
0.54445	0	-0.00564577	0.0498822	-0.0244784
0.549064	0	-0.00953661	0.0642184	-0.0191536
0.553678	0	0.0219707	0.0777016	-0.02188
