13.1051	-3.62186	-3.01898	0.0994321
13.7247	-0.132801	1.07974	-0.128346
14.5134	0.754476	-0.392682	0.0538071
14.9454	0.441926	0.411278	-0.0771437
15.129	0.30697	-0.0614598	0.0476573
15.185	0.195442	0.176244	-0.0472956
15.1686	0.129739	0.0217868	0.0356798
15.1105	0.0814283	0.0893179	-0.0306803
15.0261	0.0532774	0.0364122	0.0251933
14.9249	0.0330885	0.0533208	-0.0205538
14.8123	0.0213703	0.0334229	0.0173587
14.6923	0.0131138	0.0358416	-0.0140089
14.5673	0.00832488	0.0271766	0.0118089
14.4391	0.00503869	0.0258962	-0.00965309
14.3091	0.00313184	0.0214035	0.00795535
14.1784	0.00188876	0.0195242	-0.00671712
14.0477	0.00116455	0.0168078	0.00529922
13.9175	0.000750689	0.0151272	-0.0047291
13.7883	0.0005026	0.0133006	0.00347228
13.6606	0.000418503	0.0119523	-0.00338184
13.5345	0.000366151	0.0106392	0.00221546
13.4104	0.000415805	0.00958324	-0.00246972
13.2884	0.000463957	0.00859417	0.00134973
13.1688	0.00059452	0.00775861	-0.00185358
13.0516	0.000738969	0.00698061	0.000751901
12.9371	0.000981662	0.00629742	-0.00143935
12.8253	0.00128802	0.00565275	0.000336601
12.7163	0.00175006	0.00506283	-0.00116449
12.6103	0.00237214	0.00448982	4.30844e-05
12.5074	0.00326961	0.00393821	-0.00098974
12.4077	0.00450406	0.00337826	-0.000175012
12.3111	0.0062417	0.0028047	-0.000895096
12.2179	0.00863741	0.00218847	-0.000358651
12.1281	0.0119598	0.00151213	-0.000879542
12.0416	0.016522	0.000738921	-0.000552845
11.9585	0.022788	-0.000168129	-0.000965078
11.8785	0.0313473	-0.00126677	-0.000818095
11.8013	0.043021	-0.00262981	-0.00120514
11.726	0.058883	-0.00436115	-0.00124396
11.651	0.0803803	-0.00660439	-0.00169455
11.5733	0.109392	-0.00956161	-0.00195747
11.4874	0.148336	-0.0135216	-0.00256309
11.3827	0.200136	-0.0188893	-0.00308806
11.2404	0.267969	-0.0262338	-0.00387293
11.0269	0.354288	-0.0363017	-0.00453237
10.6839	0.45835	-0.049973	-0.00512771
10.1164	0.570921	-0.0679471	-0.00502531
9.18284	0.66572	-0.0899173	-0.00372703
7.70855	0.692395	-0.112969	-0.000143756
5.55097	0.58661	-0.130006	0.00614672
2.72339	0.326771	-0.131324	0.0145504
0	0.0649649	-0.112708	0.0224962
0	-0.00445385	-0.0823539	0.0283558
0	-0.000913148	-0.0455784	0.0321853
0	-0.000168824	-0.00561055	0.0336758
0	0.000878182	0.0347791	0.0328402
0	0.00166188	0.0726804	0.0296154
0	0.00198316	0.105455	0.024361
0	0.00177379	0.13072	0.0173065
0	0.000820679	0.146786	0.00911499
0	0.00264083	0.152377	0.000175522
0	-0.0668323	0.146573	-0.00859793
2.66253	-0.328993	0.123694	-0.0161558
5.55155	-0.596387	0.0893272	-0.0196599
7.76671	-0.708563	0.0549984	-0.0195157
9.28593	-0.682787	0.0286365	-0.0165529
10.2517	-0.585625	0.0113766	-0.0133167
10.8427	-0.469678	0.00115253	-0.00973408
11.204	-0.362491	-0.00460958	-0.00743325
11.4333	-0.273695	-0.00782791	-0.00492762
11.5901	-0.204065	-0.00970168	-0.00396159
11.7084	-0.150999	-0.010929	-0.00220061
11.8074	-0.111207	-0.0118805	-0.00221924
11.8973	-0.0816175	-0.0127699	-0.000692295
11.9837	-0.0597591	-0.0137054	-0.00147595
12.0694	-0.0436465	-0.0147538	0.000218645
12.1559	-0.0318322	-0.0159675	-0.00131123
12.2436	-0.0231625	-0.0173581	0.000899723
12.3326	-0.0168483	-0.0190071	-0.00152871
12.4228	-0.0122339	-0.0208526	0.00157676
12.5135	-0.00890136	-0.0231094	-0.00206914
12.6042	-0.00648965	-0.0254958	0.00241525
12.6939	-0.00476486	-0.0286445	-0.00296457
12.7815	-0.00356722	-0.0315584	0.00357244
12.8654	-0.00270945	-0.0361844	-0.00432271
12.9436	-0.00223312	-0.0392105	0.00523512
13.0137	-0.0018508	-0.0467593	-0.00633257
13.0724	-0.0019143	-0.0480776	0.00765382
13.1155	-0.00181206	-0.0626179	-0.00928861
13.1375	-0.0024796	-0.0557727	0.0111807
13.1315	-0.00257761	-0.0896272	-0.0136367
13.0884	-0.00417892	-0.0531953	0.0163152
12.9974	-0.00446042	-0.145008	-0.0200513
12.843	-0.00764952	-0.00962361	0.0237577
12.6096	-0.00807701	-0.282388	-0.0295599
12.2716	-0.0137634	0.174477	0.0344673
11.8117	-0.0140339	-0.67298	-0.0437083
11.1847	-0.0242158	0.817024	0.0497004
10.4026	-0.00288101	-1.86839	-0.0644253
9.71524	0.16652	4.55806	0.0827367
