0	0	0	0	0.92388	0.270598	0	0.270598	0	0	0	-0.1	0	0.1
0.00449195	2.27178e-05	-7.7554e-05	2.95029e-05	0.924675	0.267168	-0.000218665	0.271379	0.00983883	-0.033606	0.0137682	-2.89561	0.820739	0.398822
0.00898391	8.97395e-05	-0.000306497	0.00012362	0.9268	0.25786	-0.000600386	0.273209	0.0195996	-0.0669798	0.0289588	-5.29248	1.53708	0.681307
0.0134759	0.000199368	-0.000681253	0.000290766	0.929864	0.243529	-0.00109841	0.275941	0.0290987	-0.0995026	0.0458479	-7.29006	2.15093	0.946625
0.0179678	0.000349905	-0.00119624	0.000539353	0.933477	0.225027	-0.00166598	0.279428	0.0381521	-0.130556	0.0647118	-8.88777	2.66419	1.19394
0.0224598	0.000539654	-0.00184589	0.000877794	0.937247	0.203209	-0.00225634	0.283522	0.0465761	-0.159521	0.0858266	-10.085	3.07878	1.42243
0.0269517	0.000766414	-0.00262285	0.0013159	0.940768	0.178919	-0.00281735	0.288067	0.0541988	-0.185822	0.109507	-10.9044	3.39858	1.63049
0.0314437	0.0010257	-0.0035122	0.00186689	0.943753	0.152932	-0.00329958	0.292926	0.0609209	-0.209154	0.135907	-11.405	3.62831	1.81663
0.0359356	0.00131278	-0.00449861	0.00254182	0.946099	0.125995	-0.0036775	0.29802	0.0666664	-0.229295	0.164875	-11.5904	3.76568	1.98244
0.0404276	0.00162298	-0.00556686	0.00335157	0.947706	0.098852	-0.00392651	0.303271	0.0713592	-0.246026	0.196252	-11.4612	3.8081	2.12966
0.0449195	0.00195158	-0.00670173	0.00430704	0.948478	0.0722493	-0.004022	0.308603	0.0749231	-0.259127	0.229876	-11.018	3.75299	2.26001
0.0494115	0.00229373	-0.00788743	0.00541891	0.948337	0.0469249	-0.00394045	0.313947	0.077288	-0.268392	0.265422	-10.2914	3.60571	2.3769
0.0539034	0.00264357	-0.00910527	0.00669302	0.947419	0.0233536	-0.00368079	0.319321	0.0784775	-0.273899	0.301642	-9.48144	3.41732	2.49266
0.0583954	0.00299643	-0.0103405	0.00813039	0.945857	0.00168504	-0.00326334	0.324766	0.0785799	-0.275949	0.338199	-8.62559	3.19655	2.60946
0.0628873	0.0033479	-0.0115792	0.00973185	0.943764	-0.0179508	-0.0027092	0.330317	0.0776839	-0.274849	0.37496	-7.72421	2.94234	2.72728
0.0673793	0.00369356	-0.0128075	0.0114982	0.941254	-0.0354241	-0.00203951	0.33601	0.075878	-0.270903	0.411792	-6.7777	2.65366	2.84611
0.0718712	0.00402897	-0.0140113	0.0134303	0.938442	-0.0506054	-0.00127532	0.34188	0.0732523	-0.264421	0.448546	-5.7887	2.33031	2.96588
0.0763632	0.00435037	-0.0151791	0.0155264	0.93544	-0.0634448	-0.000437851	0.347964	0.0699439	-0.255845	0.48465	-4.82486	1.99633	3.08441
0.0808552	0.00465564	-0.0163045	0.0177828	0.932302	-0.0740469	0.000446437	0.354278	0.0660754	-0.245563	0.519891	-3.91789	1.6632	3.20028
0.0853471	0.00494293	-0.017382	0.0201957	0.929069	-0.0825338	0.00134967	0.360829	0.0617503	-0.233909	0.554295	-3.06799	1.33084	3.31297
0.0898391	0.00521037	-0.018406	0.0227615	0.925781	-0.0890279	0.00224398	0.367625	0.0570718	-0.221218	0.587891	-2.27541	0.999211	3.42194
0.094331	0.00545612	-0.019371	0.0254763	0.922477	-0.0936515	0.0031015	0.374673	0.0521434	-0.207823	0.620705	-1.54034	0.668235	3.52667
0.098823	0.00567879	-0.0202731	0.0283366	0.919182	-0.0965315	0.00389521	0.381973	0.047067	-0.194051	0.652716	-0.868148	0.344851	3.62516
0.103315	0.00587838	-0.0211127	0.0313387	0.915882	-0.0978171	0.0046057	0.389504	0.0419182	-0.180136	0.683901	-0.265171	0.0379711	3.71528
0.107807	0.00605502	-0.0218904	0.0344793	0.912567	-0.0976644	0.00521671	0.397242	0.0367591	-0.166266	0.714299	0.268638	-0.251808	3.79678
0.112299	0.00620886	-0.0226073	0.0377549	0.909224	-0.0962294	0.00571202	0.405162	0.0316515	-0.15263	0.743947	0.733339	-0.523912	3.86943
0.116791	0.00634006	-0.0232639	0.0411621	0.905843	-0.093668	0.00607539	0.41324	0.0266576	-0.139417	0.772885	1.12899	-0.777768	3.933
0.121283	0.00644888	-0.0238615	0.0446976	0.90241	-0.0901354	0.00629175	0.42145	0.0218356	-0.126807	0.801148	1.45818	-1.00969	3.98731
0.125775	0.00653638	-0.0244038	0.0483586	0.898905	-0.0857811	0.00636336	0.429759	0.0172198	-0.114899	0.82875	1.72885	-1.2095	4.0324
0.130267	0.00660374	-0.0248945	0.052142	0.895318	-0.0807526	0.00630535	0.438137	0.0128359	-0.103749	0.855694	1.94193	-1.37576	4.06834
0.134759	0.0066521	-0.0253371	0.0560451	0.891639	-0.0751976	0.0061331	0.446555	0.00870998	-0.0934132	0.881982	2.09781	-1.50772	4.09518
0.139251	0.00668261	-0.0257354	0.0600647	0.887856	-0.0692637	0.00586199	0.454983	0.00486792	-0.083949	0.907617	2.1969	-1.6046	4.11301
0.143742	0.00669646	-0.0260931	0.0641981	0.883961	-0.0630987	0.00550809	0.463392	0.00133494	-0.0754115	0.9326	2.24007	-1.66341	4.12193
0.148234	0.00669512	-0.0264148	0.0684422	0.879949	-0.0568584	0.00510989	0.471754	-0.00187845	-0.0678064	0.956918	2.23176	-1.6649	4.12252
0.152726	0.00668006	-0.0267041	0.072794	0.875828	-0.0507085	0.00473331	0.480048	-0.0047721	-0.061075	0.980556	2.17362	-1.60419	4.11502
0.157218	0.00665273	-0.0269648	0.0772504	0.871606	-0.0448155	0.00444596	0.488254	-0.00734578	-0.0551539	1.0035	2.06638	-1.48056	4.09958
0.16171	0.00661455	-0.0272003	0.0818082	0.86729	-0.0393457	0.00431541	0.496354	-0.00959925	-0.04998	1.02573	1.9108	-1.29334	4.07635
0.166202	0.00656697	-0.0274144	0.0864643	0.862889	-0.0344656	0.00440932	0.504327	-0.0115323	-0.0454899	1.04723	1.70764	-1.04139	4.04545
0.170694	0.0065115	-0.0276105	0.0912154	0.85842	-0.0303517	0.00481266	0.512158	-0.0131525	-0.0415925	1.06802	1.45824	-0.702167	4.00558
0.175186	0.00644942	-0.0277902	0.0960583	0.8539	-0.0272077	0.00564969	0.519833	-0.0144799	-0.0381154	1.08808	1.16378	-0.262931	3.95579
0.179678	0.00638191	-0.0279541	0.10099	0.849341	-0.0252418	0.00705005	0.527329	-0.0155355	-0.034872	1.10741	0.825203	0.276777	3.89586
0.18417	0.00631014	-0.0281027	0.106006	0.844755	-0.0246621	0.00914336	0.53463	-0.01634	-0.0316758	1.12599	0.443421	0.917411	3.82558
0.188662	0.00623528	-0.0282369	0.111104	0.840156	-0.0256768	0.0120593	0.541713	-0.0169145	-0.0283401	1.14381	0.0193588	1.65943	3.74472
0.193154	0.00615853	-0.0283569	0.116281	0.835564	-0.0284956	0.0159348	0.548567	-0.0172828	-0.0246624	1.16083	-0.44264	2.51096	3.64973
0.197646	0.00608059	-0.0284598	0.121532	0.830963	-0.0333366	0.020927	0.555136	-0.0174834	-0.0203693	1.17697	-0.937142	3.48347	3.53483
0.202138	0.0060019	-0.0285403	0.126854	0.826303	-0.0404211	0.0271925	0.56133	-0.0175588	-0.0151685	1.19218	-1.46412	4.57682	3.39877
0.20663	0.00592287	-0.0285936	0.132241	0.821535	-0.0499699	0.0348883	0.567056	-0.0175519	-0.00876755	1.20639	-2.02361	5.79077	3.24035
0.211122	0.00584392	-0.0286145	0.13769	0.816609	-0.062204	0.0441711	0.572223	-0.0175053	-0.000874286	1.21955	-2.61562	7.12509	3.05834
0.215614	0.00576544	-0.0285974	0.143195	0.811472	-0.0773443	0.0552018	0.576737	-0.0174646	0.00879374	1.23143	-3.23521	8.57169	2.84886
0.220106	0.00568721	-0.0285333	0.148751	0.805995	-0.0955557	0.0680936	0.580417	-0.0174844	0.020431	1.24124	-3.86585	10.1007	2.60033
0.224598	0.00560854	-0.0284118	0.154345	0.799959	-0.116939	0.0828765	0.582983	-0.0176119	0.0341907	1.24871	-4.50968	11.7076	2.30969
0.22909	0.00552876	-0.0282228	0.159965	0.793145	-0.141593	0.0995757	0.584151	-0.0178931	0.0502264	1.2536	-5.1706	13.3906	1.9748
0.233582	0.00544715	-0.0279558	0.165601	0.78533	-0.169614	0.118217	0.58364	-0.0183742	0.0686915	1.2557	-5.85252	15.1477	1.59348
0.238074	0.00536298	-0.0276004	0.17124	0.776287	-0.201103	0.138826	0.581156	-0.0190997	0.0896677	1.25463	-6.55685	16.9694	1.16346
0.242565	0.00527487	-0.0271443	0.176864	0.76568	-0.236042	0.16131	0.576308	-0.0200672	0.112283	1.24843	-7.262	18.7696	0.681316
0.247057	0.00518202	-0.0265852	0.182447	0.753138	-0.274181	0.185317	0.568719	-0.0212305	0.13574	1.23668	-7.96919	20.5214	0.144814
0.251549	0.00508381	-0.025923	0.187966	0.738301	-0.315242	0.210465	0.558031	-0.0225423	0.159399	1.21945	-8.68732	22.2206	-0.447894
0.256041	0.00497963	-0.0251576	0.193395	0.720808	-0.358948	0.236374	0.543887	-0.0239553	0.182622	1.19683	-9.42529	23.8629	-1.09865
0.260533	0.00486887	-0.0242888	0.19871	0.700295	-0.405022	0.262661	0.525927	-0.0254208	0.204755	1.16889	-10.1919	25.4435	-1.8091
0.265025	0.00475134	-0.023323	0.203881	0.676332	-0.453064	0.288806	0.503781	-0.0267446	0.223569	1.13513	-10.9781	26.9002	-2.55831
