0	1	0	0	0.92388	0.270598	0	0.270598	0	0	0	-0.1	0	0.1
0.00495608	1.00002	-6.0843e-05	-1.63252e-05	0.924578	0.248612	-0.0159013	0.286595	0.00656324	-0.0241593	-0.00570724	-18.1536	-3.26719	12.8248
0.00991216	1.00006	-0.000238478	-4.8878e-05	0.927311	0.198042	-0.0487834	0.313586	0.0106688	-0.047412	-0.00664884	-25.742	-3.40488	11.6942
0.0148682	1.00011	-0.000524778	-7.26272e-05	0.933316	0.141263	-0.0778153	0.321743	0.0100843	-0.0677024	-0.00211463	-23.868	-1.81564	-0.579549
0.0198243	1.00015	-0.000903077	-6.05381e-05	0.942305	0.091999	-0.0979809	0.307524	0.00440919	-0.0843317	0.00774314	-20.4253	-1.52504	-5.17219
0.0247804	1.00015	-0.0013545	1.17066e-05	0.947287	0.050067	-0.115222	0.295858	-0.00601811	-0.0972306	0.0222645	-16.9745	-2.248	1.49172
0.0297365	1.00009	-0.00186024	0.000164981	0.942655	0.0137985	-0.132829	0.306493	-0.0207904	-0.106398	0.0397663	-13.8388	-2.73814	10.2355
0.0346926	0.999938	-0.00240368	0.000407975	0.933421	-0.0169003	-0.148879	0.326784	-0.0394426	-0.112381	0.0584939	-11.3154	-2.48721	9.33646
0.0396486	0.999689	-0.00297036	0.000746088	0.927744	-0.0405692	-0.162341	0.334667	-0.0616312	-0.115879	0.0780547	-9.29362	-1.98739	0.23436
0.0446047	0.999322	-0.00354887	0.0011813	0.927887	-0.0572416	-0.173914	0.325874	-0.0866309	-0.117315	0.0975372	-7.51487	-1.80179	-3.64238
0.0495608	0.998826	-0.00413043	0.00171251	0.927725	-0.0704379	-0.183602	0.318425	-0.113926	-0.11704	0.116785	-5.96975	-1.80541	0.916006
0.0545169	0.99819	-0.00470687	0.00233831	0.921837	-0.0835521	-0.190895	0.327635	-0.143058	-0.115446	0.135666	-4.71035	-1.74189	7.91689
0.059473	0.997406	-0.00527309	0.00305627	0.913093	-0.0957724	-0.196298	0.345206	-0.173666	-0.112903	0.15397	-3.73743	-1.56059	7.76517
0.0644291	0.996467	-0.00582504	0.00386366	0.907483	-0.104366	-0.201401	0.354663	-0.205514	-0.109716	0.171756	-3.00148	-1.37452	1.1292
0.0693851	0.995367	-0.00635992	0.00475777	0.907008	-0.108678	-0.206978	0.351348	-0.23833	-0.106091	0.188976	-2.35141	-1.24901	-2.13617
0.0743412	0.994103	-0.00687612	0.00573597	0.906826	-0.111699	-0.211729	0.348049	-0.271919	-0.102152	0.205676	-1.76865	-1.13966	0.914019
0.0792973	0.992671	-0.0073722	0.00679572	0.902266	-0.116303	-0.214296	0.356551	-0.306097	-0.0980272	0.221909	-1.28557	-1.00923	6.41467
0.0842534	0.991068	-0.00784763	0.00793481	0.895136	-0.12161	-0.215326	0.371829	-0.340707	-0.0938244	0.237693	-0.918809	-0.884139	6.66458
0.0892095	0.989293	-0.00830224	0.00915115	0.890255	-0.124979	-0.216522	0.381758	-0.375637	-0.0896287	0.253088	-0.649317	-0.785187	1.84696
0.0941655	0.987345	-0.00873617	0.0104428	0.889617	-0.125479	-0.218632	0.381892	-0.410781	-0.085498	0.268118	-0.407911	-0.695142	-0.89135
