1	0	0	0.92388	0.270598	0	0.270598	0	0	0	-0.1	0	0.1
1.00041	-0.00160806	-0.000220858	0.940105	0.206686	-0.0448214	0.267573	0.0276502	-0.127421	-0.00829095	-10.3839	-3.1621	0.347583
1.0009	-0.00620117	0.000211287	0.957771	0.0776047	-0.12125	0.249161	-0.00128699	-0.23046	0.0564493	-11.4836	-2.88878	-0.37794
0.999662	-0.0126598	0.00305706	0.958351	-0.0294174	-0.176821	0.222618	-0.109085	-0.272054	0.173676	-7.36748	-1.66614	-0.854973
0.994997	-0.0194006	0.00896336	0.954287	-0.0865925	-0.205262	0.199599	-0.267171	-0.257129	0.294187	-3.27694	-0.687123	-1.00205
0.98609	-0.0253607	0.0177409	0.953611	-0.105559	-0.214916	0.182848	-0.442264	-0.21453	0.401911	-0.747243	-0.00308349	-1.02358
0.972769	-0.030136	0.0290899	0.95641	-0.104291	-0.213618	0.17003	-0.616452	-0.165272	0.499631	0.402968	0.448112	-1.02395
0.955167	-0.0336952	0.0428151	0.960913	-0.0953787	-0.206304	0.158521	-0.782029	-0.118627	0.59145	0.744913	0.750665	-1.03179
0.933547	-0.0361433	0.0587957	0.965939	-0.0853265	-0.19558	0.146865	-0.93583	-0.0769461	0.679216	0.721622	0.966464	-1.04543
0.908221	-0.0376008	0.0769378	0.970968	-0.0767569	-0.182681	0.134528	-1.0766	-0.0395963	0.763426	0.571595	1.13285	-1.06031
0.879527	-0.0381578	0.0971529	0.975787	-0.0704018	-0.168155	0.121437	-1.20384	-0.0050539	0.844122	0.400643	1.27054	-1.07314
0.847805	-0.0378657	0.119352	0.980306	-0.0660673	-0.15223	0.107709	-1.31732	0.0281791	0.921267	0.276615	1.38948	-1.08326
0.813406	-0.0367439	0.143446	0.984509	-0.0625181	-0.134955	0.0936033	-1.41684	0.0610006	0.994883	0.315634	1.49109	-1.09339
0.776684	-0.034806	0.169349	0.988493	-0.0563692	-0.116263	0.0795498	-1.50207	0.0927777	1.06519	0.757104	1.56715	-1.11338
0.738003	-0.032119	0.196983	0.992435	-0.0401623	-0.096053	0.0661283	-1.57244	0.119501	1.1327	2.01266	1.59458	-1.16549
0.69775	-0.0289237	0.22628	0.995843	-0.000234983	-0.0744097	0.0538001	-1.62703	0.130723	1.19731	4.63264	1.52524	-1.28634
0.656337	-0.0258401	0.257111	0.994296	0.0837306	-0.0519768	0.0422768	-1.66451	0.106473	1.25257	9.07518	1.27839	-1.50816
0.614206	-0.0240704	0.288945	0.971637	0.232855	-0.0303663	0.0298147	-1.6842	0.023318	1.26929	15.1786	0.769359	-1.79628
0.571773	-0.025074	0.320067	0.892626	0.450533	-0.0124039	0.0136483	-1.68972	-0.104906	1.18401	21.6397	-0.0024755	-1.96628
0.529282	-0.02887	0.347353	0.715661	0.69847	-0.00217487	-0.00726631	-1.69028	-0.175831	0.970938	26.6075	-0.884537	-1.72589
0.486786	-0.0332906	0.368663	0.429082	0.902807	-0.00411291	-0.0297592	-1.69028	-0.175831	0.724304	29.3221	-1.57522	-0.913984
0.444291	-0.0377112	0.383773	0.0676856	0.996385	-0.0203753	-0.0478213	-1.69028	-0.175831	0.477671	30.1948	-1.73377	0.270445
0.401795	-0.0421317	0.392682	-0.303792	0.949897	-0.0485034	-0.0559153	-1.69028	-0.175831	0.231038	29.5618	-1.23772	1.34068
0.3593	-0.0465523	0.39539	-0.61725	0.780849	-0.081928	-0.0514965	-1.69028	-0.175831	-0.0155954	27.2181	-0.319935	1.86467
0.316846	-0.0504852	0.391941	-0.827975	0.548029	-0.113515	-0.0365495	-1.68408	-0.119138	-0.251442	22.7371	0.621131	1.76902
0.274876	-0.0518985	0.383569	-0.934837	0.325978	-0.140102	-0.0172936	-1.64794	0.0123759	-0.393184	16.5702	1.30088	1.32704
0.234302	-0.050021	0.373106	-0.973084	0.163236	-0.163039	-0.000568088	-1.57462	0.128245	-0.426137	10.3371	1.63937	0.870661
0.195912	-0.0459207	0.362556	-0.980642	0.0662322	-0.184358	0.00995432	-1.47622	0.189353	-0.409195	5.48686	1.70496	0.565379
0.16021	-0.0408321	0.352631	-0.978665	0.0178397	-0.204533	0.0141377	-1.3616	0.210683	-0.379738	2.42428	1.60817	0.412039
0.127556	-0.0354873	0.343469	-0.974802	-0.00215731	-0.222953	0.0136944	-1.23405	0.212504	-0.349242	0.821767	1.41992	0.352791
0.0982576	-0.0302053	0.335066	-0.971066	-0.00866551	-0.238711	0.0106568	-1.09485	0.20707	-0.319309	0.161328	1.16077	0.335893
0.072591	-0.0250895	0.327415	-0.968024	-0.0105702	-0.250827	0.00665513	-0.945396	0.199779	-0.289206	0.0234442	0.82014	0.333566
0.05079	-0.0201638	0.320536	-0.966096	-0.0125977	-0.258132	0.00276643	-0.787771	0.19194	-0.257684	0.160983	0.368424	0.330858
0.0330227	-0.015451	0.314482	-0.965787	-0.0173603	-0.259026	-0.000271448	-0.625142	0.18254	-0.223211	0.470394	-0.241529	0.333886
0.019359	-0.0110196	0.30935	-0.967635	-0.0267585	-0.251201	-0.00199803	-0.462301	0.169002	-0.184144	0.916602	-1.07745	0.338516
0.00971811	-0.00701918	0.305271	-0.972041	-0.0421204	-0.231296	-0.00208669	-0.306629	0.147569	-0.139407	1.41473	-2.22886	0.394672
0.00378828	-0.00369811	0.302379	-0.978957	-0.0626453	-0.194564	-0.00122213	-0.169311	0.114483	-0.0901902	1.64618	-3.79807	0.462618
0.000922474	-0.00136407	0.30072	-0.98761	-0.0806316	-0.13513	-0.000344811	-0.0656961	0.0697019	-0.0429248	0.814741	-5.81117	0.626193
